Country,Region,University_Name,Degree_Level,Field_of_Study,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Top_Industry,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),Year
Japan,Asia-Pacific,University of Tokyo,Master,Social Sciences,0.3060703874865941,0.6390910172869801,0.710715292823025,-0.5890776594221773,Government/NGO,Sociologist,Data Analysis,Communication,Public Policy,-0.4886571472113344,0.3344643499091153,0.3691955150204034,0.3060703874865941
UAE,Middle East & Africa,Khalifa University,Bachelor,Natural Sciences,1.244114482235369,-0.9784933453504561,-0.8476755885706468,-0.11221033442679898,Research/Academia,Physicist,Scientific Writing,Laboratory Skills,Experimental Design,1.279024534941291,1.6473680958643764,2.124689894125136,1.244114482235369
Mexico,Latin America,UNAM,Bachelor,Computer Science,-0.3192923423459225,1.8129132981389258,1.4231225528887033,-1.490552876536728,Technology,Cybersecurity Analyst,Cybersecurity,Python,React,1.0750612639236803,-0.8695805427382978,-0.5436615621140577,-0.3192923423459225
Canada,North America,UBC,PhD,Social Sciences,1.244114482235369,0.26690346482172805,0.10220075818359001,0.612889296730557,Government/NGO,Sociologist,Public Policy,Data Analysis,Communication,1.279024534941291,0.8622648507956524,2.054470118960947,1.244114482235369
UK,Europe,Cambridge,PhD,Healthcare & Medicine,0.3060703874865941,0.9826487580241337,0.9333425615935496,1.484968582852242,Healthcare,Medical Doctor,Diagnostics,Clinical Research,Patient Care,-0.6246326612230748,0.2816842998204615,-0.0521231359647325,0.3060703874865941
USA,North America,Stanford,Master,Engineering,-1.2573364370946973,0.767925170063412,0.9036589257574792,0.6390190131686599,Manufacturing/Construction,Electrical Engineer,Project Management,MATLAB,SolidWorks,-1.5084735022993876,-1.0807007430929125,-0.19256268629311113,-1.2573364370946973
Australia,Asia-Pacific,University of Sydney,Bachelor,Computer Science,-0.6319737072621808,-0.23411824041995588,0.4287207523803598,-0.1579373381934791,Technology,Cybersecurity Analyst,Cloud Computing,Java,Python,0.9390857499119399,-1.1301820400510254,0.8607339411697286,-0.6319737072621808
Canada,North America,UBC,PhD,Computer Science,0.6187517524028524,0.25258855895768073,0.07251712234752175,1.3020605677855215,Technology,Data Scientist,SQL,Cybersecurity,Python,2.3668286470352142,0.5752733284385977,-2.0884966157262226,0.6187517524028524
Israel,Middle East & Africa,Technion,Bachelor,Data Science & AI,0.6187517524028524,0.3957376175981619,-0.09074287475086419,0.6716811587162886,Technology/Consulting,Machine Learning Engineer,Machine Learning,NLP,Data Visualization,1.00707350691781,0.8292773194902439,0.4394152901845927,0.6187517524028524
Germany,Europe,Humboldt University,Bachelor,Healthcare & Medicine,1.5567958471516272,-0.005079746595184858,0.05767530442948552,0.7468040934758345,Healthcare,Public Health Specialist,Medical Coding,Clinical Research,Diagnostics,-0.14871836218198337,1.139360113761084,0.9309537163339179,1.5567958471516272
Argentina,Latin America,University of Buenos Aires,Bachelor,Healthcare & Medicine,0.9314331173191107,0.8108698876555579,1.0223934691017587,-1.323975934243822,Healthcare,Medical Doctor,Clinical Research,Patient Care,Diagnostics,-0.4206693902054642,0.6544434035715783,0.01809663919945681,0.9314331173191107
Switzerland,Europe,EPFL,PhD,Data Science & AI,-0.0066109774296642075,1.8988027333232136,1.4231225528887033,2.931901630612191,Technology/Consulting,Data Analyst,Deep Learning,Data Visualization,Machine Learning,1.00707350691781,0.08705786511855097,0.01809663919945681,-0.0066109774296642075
Mexico,Latin America,UNAM,Master,Business & Finance,-0.3192923423459225,-0.6206206987492533,-0.9960937677509966,-1.4056312981128936,Finance/Consulting,Investment Banker,Data Analysis,Strategic Planning,Excel,-0.6246326612230748,-0.7211366518639591,0.8607339411697286,-0.3192923423459225
Switzerland,Europe,ETH Zurich,Bachelor,Social Sciences,0.6187517524028524,-0.8782890043021209,-1.0999864931772418,-0.007691468674387302,Government/NGO,Human Resources Specialist,Communication,Data Analysis,Public Policy,-0.14871836218198337,1.0008124822783684,0.6500746156771606,0.6187517524028524
Canada,North America,University of Toronto,Bachelor,Social Sciences,-0.9446550721784391,0.03786497099695907,0.1467262119376966,-0.3277804950411481,Government/NGO,Policy Analyst,Public Policy,Qualitative Research,Communication,-0.35268163319959395,-1.024621939873718,-1.1756395385917615,-0.9446550721784391
USA,North America,MIT,Master,Engineering,-0.0066109774296642075,0.080809688589103,0.05767530442948552,0.9656404686449465,Manufacturing/Construction,Robotics Engineer,AutoCAD,SolidWorks,MATLAB,-0.21670611918785357,0.40703691878101395,0.8607339411697286,-0.0066109774296642075
Netherlands,Europe,TU Delft,Master,Healthcare & Medicine,-0.3192923423459225,0.9683338521600864,0.9927098332656882,0.178482760947096,Healthcare,Public Health Specialist,Medical Coding,Patient Care,Clinical Research,0.2592081798532379,-0.8200992457801849,1.3522723673190538,-0.3192923423459225
Sweden,Europe,Karolinska Institute,PhD,Data Science & AI,-1.2573364370946973,0.4816270527824497,0.8739752899214089,0.7859986681329889,Technology/Consulting,AI Consultant,Machine Learning,Deep Learning,R,0.055244908835627264,-1.1565720650953522,0.509635065348782,-1.2573364370946973
Argentina,Latin America,University of Buenos Aires,PhD,Business & Finance,1.244114482235369,0.8824444169757985,1.052077104937829,-1.1214706318485244,Finance/Consulting,Management Consultant,Market Research,Excel,Data Analysis,0.2592081798532379,1.1954389169802788,1.633151467975811,1.244114482235369
Mexico,Latin America,UNAM,PhD,Healthcare & Medicine,1.244114482235369,0.7536102641993647,0.5919807494787457,-0.6446033068531459,Healthcare,Public Health Specialist,Patient Care,Clinical Research,Medical Coding,0.12323266584149747,0.9942149760172867,1.0713932666622965,1.244114482235369
Canada,North America,McGill University,Master,Data Science & AI,1.5567958471516272,0.6963506407431714,0.9481843795115837,0.9297121085425549,Technology/Consulting,AI Consultant,Data Visualization,Deep Learning,R,1.8909143479941228,1.4098578704654345,0.6500746156771606,1.5567958471516272
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Business & Finance,1.5567958471516272,-0.835344286709975,-0.6250483198001223,-1.1443341337318644,Finance/Consulting,Marketing Manager,Financial Modeling,Data Analysis,Market Research,0.5991469648825889,1.4230528829875981,1.2118328169906751,1.5567958471516272
Brazil,Latin America,University of São Paulo,Master,Data Science & AI,-1.5700178020109556,1.3262064987612892,1.4231225528887033,-1.0757436280818442,Technology/Consulting,NLP Specialist,R,Data Visualization,Machine Learning,1.0750612639236803,-0.8069042332580214,0.15853618952783544,-1.5700178020109556
USA,North America,MIT,Master,Natural Sciences,1.5567958471516272,-0.49178654597282145,-0.8179919527345765,0.8839851047758749,Research/Academia,Physicist,Scientific Writing,Laboratory Skills,Experimental Design,0.5311592078767187,1.6473680958643764,0.5798548405129713,1.5567958471516272
Argentina,Latin America,University of Buenos Aires,Bachelor,Data Science & AI,-1.5700178020109556,0.0664947827250557,0.30998620903608043,-1.5493447385224597,Technology/Consulting,Machine Learning Engineer,NLP,Big Data,Data Visualization,-0.6246326612230748,-0.7508254300388268,-0.26278246145730044,-1.5700178020109556
USA,North America,UC Berkeley,Master,Healthcare & Medicine,1.244114482235369,1.183057440120808,1.4231225528887033,1.5927536631594166,Healthcare,Medical Doctor,Clinical Research,Medical Coding,Patient Care,-0.8285959322406854,1.587990539514641,0.29897573985621406,1.244114482235369
Brazil,Latin America,University of São Paulo,Bachelor,Business & Finance,0.3060703874865941,-1.350680897815708,-1.4561901232100818,-1.350105650681925,Finance/Consulting,Investment Banker,Strategic Planning,Market Research,Excel,-1.1005469602641662,0.895252382101061,1.5629316928116217,0.3060703874865941
Canada,North America,UBC,Bachelor,Engineering,-0.6319737072621808,-0.9784933453504561,-1.0257774035870668,-0.20039812740539634,Manufacturing/Construction,Civil Engineer,Project Management,Lean Six Sigma,AutoCAD,-0.14871836218198337,-0.701344133080714,-0.613881337278247,-0.6319737072621808
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Healthcare & Medicine,-0.3192923423459225,1.7127089570905887,1.3043880095444238,-0.3996372152459311,Healthcare,Biomedical Researcher,Diagnostics,Patient Care,Clinical Research,-1.2365224742759067,-1.0312194461347997,-1.6671779647410867,-0.3192923423459225
Australia,Asia-Pacific,ANU,PhD,Data Science & AI,-1.5700178020109556,1.6554493336343954,1.4231225528887033,1.4327091499760363,Technology/Consulting,Machine Learning Engineer,Machine Learning,R,NLP,1.1430490209295505,-0.7541241831693677,-0.12234291112892182,-1.5700178020109556
South Africa,Middle East & Africa,University of Cape Town,PhD,Natural Sciences,-1.2573364370946973,1.2260021577129518,1.4231225528887033,-1.0594125553080298,Research/Academia,Physicist,Statistical Analysis,Experimental Design,Laboratory Skills,-0.7606081752348152,-0.7673191956915311,0.29897573985621406,-1.2573364370946973
France,Europe,PSL University,Master,Engineering,-0.0066109774296642075,-0.5776759811571094,-0.254002871849248,-0.046886043331541685,Manufacturing/Construction,Civil Engineer,SolidWorks,Project Management,AutoCAD,-1.712436773316998,-0.09767231019173708,1.422492142483243,-0.0066109774296642075
Canada,North America,McGill University,Bachelor,Social Sciences,1.5567958471516272,0.2812183706857774,0.7700825644951637,-0.4518966481221369,Government/NGO,Human Resources Specialist,Communication,Qualitative Research,Public Policy,0.2592081798532379,1.4593391674235474,-0.33300223662148976,1.5567958471516272
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Healthcare & Medicine,-1.5700178020109556,1.8988027333232136,1.4231225528887033,0.008639604099427023,Healthcare,Medical Doctor,Clinical Research,Diagnostics,Patient Care,-1.5084735022993876,-0.9718418897850643,0.22875596469202475,-1.5700178020109556
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Data Science & AI,-1.2573364370946973,0.6677208290150768,1.1262861945280038,-1.3533718652366877,Technology/Consulting,Machine Learning Engineer,Big Data,R,Deep Learning,-0.7606081752348152,-0.8563855302161342,1.422492142483243,-1.2573364370946973
Japan,Asia-Pacific,Kyoto University,PhD,Business & Finance,0.6187517524028524,0.8251847935196053,0.6958734749049889,0.6422852277234229,Finance/Consulting,Investment Banker,Excel,Strategic Planning,Market Research,0.19122042284736768,0.5554808096553525,-0.33300223662148976,0.6187517524028524
UK,Europe,Cambridge,Bachelor,Business & Finance,-0.6319737072621808,-0.3200076756042437,-0.03137560307872346,-0.4061696443554568,Finance/Consulting,Investment Banker,Excel,Data Analysis,Market Research,-0.692620418228945,-1.1565720650953522,0.4394152901845927,-0.6319737072621808
Netherlands,Europe,TU Delft,PhD,Engineering,-1.2573364370946973,-0.5490461694290127,0.04283348651145139,0.563896078409114,Manufacturing/Construction,Civil Engineer,Project Management,SolidWorks,Lean Six Sigma,-1.984387801340479,-1.1565720650953522,-0.7543208876066256,-1.2573364370946973
Argentina,Latin America,University of Buenos Aires,Master,Natural Sciences,-0.0066109774296642075,-1.3936256154078521,-1.6936592098986405,-1.3762353671200278,Research/Academia,Biologist,Scientific Writing,Statistical Analysis,Experimental Design,0.2592081798532379,0.1497341745988272,0.3691955150204034,-0.0066109774296642075
South Africa,Middle East & Africa,University of Cape Town,PhD,Natural Sciences,-0.3192923423459225,-0.6921952280694939,-0.7883083168985082,-0.7556546017150834,Research/Academia,Environmental Scientist,Statistical Analysis,Scientific Writing,Laboratory Skills,0.055244908835627264,-1.1565720650953522,-2.0884966157262226,-0.3192923423459225
Israel,Middle East & Africa,Technion,PhD,Data Science & AI,-0.0066109774296642075,1.7127089570905887,1.4231225528887033,1.7168698162404055,Technology/Consulting,Machine Learning Engineer,Deep Learning,Big Data,Data Visualization,1.550975562964772,-0.6683566017753054,0.29897573985621406,-0.0066109774296642075
Brazil,Latin America,University of São Paulo,Master,Data Science & AI,0.3060703874865941,-0.17685861696376262,0.11704257610162624,-0.7850505327079492,Technology/Consulting,NLP Specialist,Data Visualization,Deep Learning,Big Data,1.00707350691781,1.3405840547240766,-2.0884966157262226,0.3060703874865941
Japan,Asia-Pacific,Kyoto University,Bachelor,Computer Science,0.3060703874865941,0.3241630882779213,-0.09074287475086419,-0.08608061798869607,Technology,Cybersecurity Analyst,Cloud Computing,Java,DevOps,0.7351224788943294,0.4202319313031774,1.0713932666622965,0.3060703874865941
USA,North America,UC Berkeley,PhD,Healthcare & Medicine,-1.2573364370946973,1.8988027333232136,1.4231225528887033,1.87038190031426,Healthcare,Biomedical Researcher,Medical Coding,Diagnostics,Clinical Research,-0.14871836218198337,-0.9256593459574922,-0.6841011124424363,-1.2573364370946973
India,Asia-Pacific,IISc Bangalore,Bachelor,Healthcare & Medicine,-0.3192923423459225,0.10943950031719964,0.16156802985573074,-1.3860340107843163,Healthcare,Biomedical Researcher,Patient Care,Diagnostics,Medical Coding,-1.032559203258296,-1.1565720650953522,0.509635065348782,-0.3192923423459225
Israel,Middle East & Africa,Hebrew University of Jerusalem,Master,Data Science & AI,0.6187517524028524,0.6534059231510275,1.1262861945280038,1.2236714184712127,Technology/Consulting,Machine Learning Engineer,Data Visualization,Deep Learning,R,1.0750612639236803,0.5587795627858935,0.6500746156771606,0.6187517524028524
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Social Sciences,-0.9446550721784391,-0.7637697573897344,-1.4858737590461502,-1.4840204474272023,Government/NGO,Sociologist,Communication,Public Policy,Data Analysis,-0.7606081752348152,-1.1565720650953522,-1.3160790889201401,-0.9446550721784391
UAE,Middle East & Africa,Khalifa University,Master,Computer Science,0.6187517524028524,0.03786497099695907,-0.07590105683282795,0.4887731436495682,Technology,Software Engineer,React,Java,Cloud Computing,0.9390857499119399,0.8754598633178156,0.22875596469202475,0.6187517524028524
Japan,Asia-Pacific,University of Tokyo,Master,Healthcare & Medicine,-1.2573364370946973,0.8538146052477018,1.0223934691017587,-0.39637100069116826,Healthcare,Public Health Specialist,Medical Coding,Diagnostics,Patient Care,-1.1685347172700364,-1.001530667959932,0.15853618952783544,-1.2573364370946973
Mexico,Latin America,UNAM,Master,Engineering,0.6187517524028524,-1.7658131678731022,-1.8569192069970244,-1.0757436280818442,Manufacturing/Construction,Civil Engineer,Lean Six Sigma,SolidWorks,AutoCAD,0.9390857499119399,1.1261651012389209,0.8607339411697286,0.6187517524028524
India,Asia-Pacific,IIT Delhi,Master,Computer Science,-0.6319737072621808,1.8988027333232136,1.4231225528887033,-1.1410679191771014,Technology,Data Scientist,SQL,Java,React,0.5991469648825889,-1.1499745588342705,-0.33300223662148976,-0.6319737072621808
South Africa,Middle East & Africa,University of Cape Town,Master,Engineering,-0.6319737072621808,-1.7658131678731022,-1.9162864786691651,-0.5270195828816828,Manufacturing/Construction,Civil Engineer,AutoCAD,MATLAB,SolidWorks,-1.6444490163111278,-0.9718418897850643,-1.3160790889201401,-0.6319737072621808
Israel,Middle East & Africa,Technion,Bachelor,Data Science & AI,-1.5700178020109556,-0.792399569117831,-0.5805228660460178,-0.027288756002964494,Technology/Consulting,NLP Specialist,Deep Learning,Big Data,Data Visualization,1.1430490209295505,-1.0543107180485856,-0.19256268629311113,-1.5700178020109556
Sweden,Europe,KTH Royal Institute of Technology,Master,Engineering,-1.2573364370946973,-0.5061014518368687,-0.4914719585378088,-0.10241169076251039,Manufacturing/Construction,Civil Engineer,SolidWorks,MATLAB,AutoCAD,-0.4206693902054642,-0.7871117144747762,-0.8947604379350043,-1.2573364370946973
UK,Europe,Imperial College London,Bachelor,Business & Finance,0.6187517524028524,-0.17685861696376262,-0.5508392302099474,-0.1285414072006133,Finance/Consulting,Management Consultant,Market Research,Strategic Planning,Financial Modeling,-1.4404857452935174,0.7336134787045587,0.509635065348782,0.6187517524028524
Switzerland,Europe,ETH Zurich,Master,Business & Finance,1.244114482235369,-1.0500678746706966,-1.2780883081936618,1.8148562528832914,Finance/Consulting,Marketing Manager,Strategic Planning,Data Analysis,Financial Modeling,-0.4206693902054642,1.54510674881761,-1.2458593137559508,1.244114482235369
Germany,Europe,Heidelberg University,Bachelor,Engineering,-1.2573364370946973,-1.4652001447280927,-1.901444660751131,-0.425766931684034,Manufacturing/Construction,Mechanical Engineer,Project Management,Lean Six Sigma,MATLAB,-0.35268163319959395,-1.0774019899623717,0.15853618952783544,-1.2573364370946973
Australia,Asia-Pacific,University of Sydney,Bachelor,Engineering,-0.9446550721784391,-1.350680897815708,-1.1296701290133122,-0.47149393545071416,Manufacturing/Construction,Mechanical Engineer,AutoCAD,SolidWorks,Lean Six Sigma,0.9390857499119399,-1.1565720650953522,-0.26278246145730044,-0.9446550721784391
USA,North America,Stanford,Bachelor,Data Science & AI,1.244114482235369,0.16669912377339288,0.4732462061344643,1.004835043302101,Technology/Consulting,Machine Learning Engineer,Deep Learning,Data Visualization,Big Data,0.9390857499119399,1.3669740797684033,-0.5436615621140577,1.244114482235369
UAE,Middle East & Africa,Khalifa University,Bachelor,Social Sciences,-1.5700178020109556,-1.3077361802235643,-1.4116646694559754,-0.6152073758602802,Government/NGO,Human Resources Specialist,Qualitative Research,Communication,Data Analysis,-0.4206693902054642,-1.1565720650953522,0.08831641436364612,-1.5700178020109556
Canada,North America,University of Toronto,Bachelor,Natural Sciences,-0.0066109774296642075,-1.5940342975045265,-1.5007155769641864,-0.7262586707222176,Research/Academia,Environmental Scientist,Experimental Design,Scientific Writing,Statistical Analysis,-1.032559203258296,-0.1801411384552585,0.509635065348782,-0.0066109774296642075
Canada,North America,McGill University,PhD,Data Science & AI,-1.5700178020109556,1.6268195219062986,1.4231225528887033,0.9689066831997093,Technology/Consulting,Data Analyst,NLP,Data Visualization,Deep Learning,0.5991469648825889,-0.7871117144747762,0.29897573985621406,-1.5700178020109556
Canada,North America,McGill University,PhD,Natural Sciences,-0.6319737072621808,0.26690346482172805,0.16156802985573074,0.6749473732710515,Research/Academia,Physicist,Statistical Analysis,Scientific Writing,Laboratory Skills,0.19122042284736768,-0.9487506178712782,-0.40322201178567907,-0.6319737072621808
Argentina,Latin America,University of Buenos Aires,Master,Natural Sciences,0.9314331173191107,0.15238421790934356,0.3396698448721508,-1.3893002253390792,Research/Academia,Environmental Scientist,Laboratory Skills,Statistical Analysis,Scientific Writing,1.279024534941291,1.3471815609851585,0.509635065348782,0.9314331173191107
South Korea,Asia-Pacific,KAIST,Bachelor,Business & Finance,-1.5700178020109556,-0.9498635336223614,-0.9218846781608216,-0.935296402227041,Finance/Consulting,Financial Analyst,Financial Modeling,Excel,Strategic Planning,-0.6246326612230748,-0.886074308391002,0.15853618952783544,-1.5700178020109556
UAE,Middle East & Africa,Khalifa University,PhD,Business & Finance,0.6187517524028524,0.12375440618124693,-0.07590105683282795,1.364118644326016,Finance/Consulting,Marketing Manager,Data Analysis,Market Research,Excel,1.00707350691781,-0.018502235058756554,1.4927119176474324,0.6187517524028524
China,Asia-Pacific,Peking University,Bachelor,Social Sciences,0.6187517524028524,-0.10528408764352205,0.04283348651145139,-1.1802624938342559,Government/NGO,Policy Analyst,Data Analysis,Public Policy,Communication,0.12323266584149747,0.8391735788818663,0.8607339411697286,0.6187517524028524
Saudi Arabia,Middle East & Africa,King Abdulaziz University,PhD,Social Sciences,-0.0066109774296642075,0.35279290000601793,0.08735894026555588,-0.04035361422201595,Government/NGO,Human Resources Specialist,Data Analysis,Communication,Public Policy,-0.4206693902054642,0.2750867935593797,1.0011734914981072,-0.0066109774296642075
USA,North America,Stanford,Bachelor,Engineering,-1.2573364370946973,-1.10732749812689,-0.8328337706526127,-0.001159039564861572,Manufacturing/Construction,Robotics Engineer,AutoCAD,SolidWorks,Project Management,-1.3724979882876471,-0.701344133080714,-0.12234291112892182,-1.2573364370946973
Canada,North America,UBC,Master,Social Sciences,0.3060703874865941,-1.4938299564561892,-1.4858737590461502,-0.425766931684034,Government/NGO,Economist,Qualitative Research,Data Analysis,Public Policy,-0.14871836218198337,0.9777212103645824,-1.1054197634275722,0.3060703874865941
Germany,Europe,Humboldt University,Master,Computer Science,0.9314331173191107,0.03786497099695907,-0.061059238914793826,0.7957973117972775,Technology,Software Engineer,Cloud Computing,Cybersecurity,Java,2.3668286470352142,0.6115596128745472,0.5798548405129713,0.9314331173191107
Netherlands,Europe,University of Amsterdam,PhD,Healthcare & Medicine,-0.0066109774296642075,1.0255934756162797,1.2598625557903194,1.2857294950117073,Healthcare,Medical Doctor,Diagnostics,Clinical Research,Patient Care,-1.1685347172700364,0.5455845502637301,1.9842503437967576,-0.0066109774296642075
Canada,North America,University of Toronto,PhD,Data Science & AI,-0.6319737072621808,1.8988027333232136,1.4231225528887033,1.3673848588807789,Technology/Consulting,Data Analyst,Machine Learning,NLP,Big Data,1.00707350691781,-0.7541241831693677,-0.4734417869498684,-0.6319737072621808
Mexico,Latin America,UNAM,PhD,Natural Sciences,0.9314331173191107,-1.5510895799123805,-0.9367264960788579,-1.297846217805719,Research/Academia,Chemist,Statistical Analysis,Laboratory Skills,Scientific Writing,-0.35268163319959395,0.9249411602759284,-1.1756395385917615,0.9314331173191107
France,Europe,Ecole Polytechnique,Master,Healthcare & Medicine,1.5567958471516272,0.22395874722958412,0.1467262119376966,0.8741864611115863,Healthcare,Biomedical Researcher,Diagnostics,Patient Care,Clinical Research,0.4631714508708485,1.2977002640270456,-0.19256268629311113,1.5567958471516272
Argentina,Latin America,University of Buenos Aires,Bachelor,Business & Finance,1.5567958471516272,-0.5204163577009181,-0.4469465047837022,-1.1867949229437815,Finance/Consulting,Marketing Manager,Market Research,Strategic Planning,Excel,0.4631714508708485,1.5187167237732826,2.054470118960947,1.5567958471516272
Mexico,Latin America,UNAM,Master,Engineering,0.9314331173191107,-0.49178654597282145,-0.43210468686566805,-1.3043786469152447,Manufacturing/Construction,Mechanical Engineer,Project Management,AutoCAD,SolidWorks,0.7351224788943294,1.3504803141156991,-0.0521231359647325,0.9314331173191107
Singapore,Asia-Pacific,NUS,Master,Natural Sciences,-0.0066109774296642075,-0.4058971107885316,-1.0554610394231372,0.28626784125427057,Research/Academia,Environmental Scientist,Statistical Analysis,Scientific Writing,Experimental Design,-1.4404857452935174,-0.2032324103690446,-0.613881337278247,-0.0066109774296642075
India,Asia-Pacific,IIT Delhi,Master,Natural Sciences,-0.6319737072621808,-0.10528408764352205,-0.061059238914793826,-1.6081366005081912,Research/Academia,Environmental Scientist,Scientific Writing,Laboratory Skills,Experimental Design,-0.8285959322406854,-1.1565720650953522,-0.0521231359647325,-0.6319737072621808
France,Europe,Ecole Polytechnique,Master,Engineering,-0.6319737072621808,-0.7637697573897344,-0.7140992273083333,-0.5172209392173942,Manufacturing/Construction,Robotics Engineer,SolidWorks,MATLAB,Lean Six Sigma,-0.4886571472113344,-1.1565720650953522,0.22875596469202475,-0.6319737072621808
South Korea,Asia-Pacific,KAIST,Master,Data Science & AI,0.9314331173191107,0.20964384136553682,0.4732462061344643,0.1229571135161273,Technology/Consulting,NLP Specialist,Data Visualization,Big Data,R,2.3668286470352142,1.0041112354089092,-0.8947604379350043,0.9314331173191107
Germany,Europe,Heidelberg University,PhD,Data Science & AI,-0.0066109774296642075,1.7127089570905887,1.4231225528887033,1.602552306823705,Technology/Consulting,NLP Specialist,Machine Learning,NLP,R,2.3668286470352142,-0.23951869480499408,0.22875596469202475,-0.0066109774296642075
France,Europe,PSL University,Master,Healthcare & Medicine,-0.9446550721784391,1.8558580157310698,1.393438917052633,0.37445563423286793,Healthcare,Public Health Specialist,Diagnostics,Patient Care,Medical Coding,-0.8285959322406854,-0.747526676908286,2.124689894125136,-0.9446550721784391
USA,North America,MIT,Master,Natural Sciences,-0.9446550721784391,-0.9069188160302155,-1.1890374006854507,0.2666705539256934,Research/Academia,Chemist,Experimental Design,Statistical Analysis,Scientific Writing,0.7351224788943294,-0.8728792958688385,-0.8947604379350043,-0.9446550721784391
Saudi Arabia,Middle East & Africa,King Abdulaziz University,PhD,Computer Science,1.244114482235369,1.2689468753050959,1.4231225528887033,1.2302038475807386,Technology,AI Researcher,DevOps,Cybersecurity,Java,0.9390857499119399,1.1162688418472986,-1.737397739905276,1.244114482235369
India,Asia-Pacific,IIT Bombay,Bachelor,Healthcare & Medicine,-1.2573364370946973,0.36710780587006525,0.5622971136426753,-1.248852999484276,Healthcare,Medical Doctor,Medical Coding,Patient Care,Diagnostics,0.055244908835627264,-0.9553481241323599,-0.12234291112892182,-1.2573364370946973
Germany,Europe,TU Munich,Master,Business & Finance,0.6187517524028524,-0.5919908870211587,-0.1946356001771094,0.6194217258400828,Finance/Consulting,Management Consultant,Market Research,Financial Modeling,Strategic Planning,0.12323266584149747,0.4796094876529129,1.0713932666622965,0.6187517524028524
Argentina,Latin America,University of Buenos Aires,Bachelor,Data Science & AI,-1.2573364370946973,-0.34863748733234035,0.1467262119376966,-1.3076448614700076,Technology/Consulting,NLP Specialist,Big Data,R,Machine Learning,0.6671347218884591,-0.9454518647407375,1.0713932666622965,-1.2573364370946973
USA,North America,Stanford,PhD,Healthcare & Medicine,0.9314331173191107,1.727023862954636,1.4231225528887033,2.347249225309638,Healthcare,Pharmacist,Patient Care,Clinical Research,Diagnostics,-0.9645714462524259,0.6577421567021191,0.5798548405129713,0.9314331173191107
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Business & Finance,1.5567958471516272,0.3384779941419686,0.7403989286590954,-0.18406705463158202,Finance/Consulting,Management Consultant,Strategic Planning,Financial Modeling,Excel,1.2110367779354207,1.6473680958643764,0.22875596469202475,1.5567958471516272
China,Asia-Pacific,Fudan University,Master,Business & Finance,0.3060703874865941,0.0664947827250557,0.23577711944590557,-0.765453245379372,Finance/Consulting,Financial Analyst,Data Analysis,Financial Modeling,Strategic Planning,0.12323266584149747,0.8853561227094385,-0.6841011124424363,0.3060703874865941
Argentina,Latin America,University of Buenos Aires,PhD,Engineering,0.9314331173191107,-0.1625437110997153,-0.3875792331115636,-1.1312692755128129,Manufacturing/Construction,Mechanical Engineer,SolidWorks,Project Management,AutoCAD,-0.08073060517611315,1.149256373152707,-0.33300223662148976,0.9314331173191107
USA,North America,Stanford,Bachelor,Natural Sciences,-1.5700178020109556,-1.9089622265135833,-1.5897664844723953,-0.19059948374110774,Research/Academia,Chemist,Scientific Writing,Experimental Design,Statistical Analysis,-0.6246326612230748,-1.0839994962234534,-0.9649802130991936,-1.5700178020109556
Mexico,Latin America,UNAM,Bachelor,Natural Sciences,-0.6319737072621808,-1.3936256154078521,-1.0851446752592075,-1.8922972667725604,Research/Academia,Physicist,Experimental Design,Statistical Analysis,Scientific Writing,-0.692620418228945,-0.8003067269969397,-0.6841011124424363,-0.6319737072621808
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Social Sciences,1.5567958471516272,-1.1502722157190337,-1.4413483052920457,-0.0730157597696446,Government/NGO,Human Resources Specialist,Public Policy,Communication,Data Analysis,0.19122042284736768,1.4296503892486798,-1.6671779647410867,1.5567958471516272
Canada,North America,UBC,PhD,Data Science & AI,1.244114482235369,1.1114829108005675,1.4231225528887033,2.0042966970595377,Technology/Consulting,Machine Learning Engineer,R,Data Visualization,Deep Learning,2.1628653760176038,1.6473680958643764,0.7202943908413499,1.244114482235369
South Africa,Middle East & Africa,University of Cape Town,Master,Healthcare & Medicine,-1.5700178020109556,-0.09096918177947474,-0.0016919672426530979,-0.935296402227041,Healthcare,Public Health Specialist,Clinical Research,Diagnostics,Medical Coding,-0.692620418228945,-0.7508254300388268,0.7202943908413499,-1.5700178020109556
South Africa,Middle East & Africa,University of Cape Town,PhD,Engineering,-0.0066109774296642075,-1.1359573098549864,-1.218721036521521,-0.44209800445784836,Manufacturing/Construction,Mechanical Engineer,AutoCAD,Lean Six Sigma,SolidWorks,-0.08073060517611315,0.3806468937366872,-0.19256268629311113,-0.0066109774296642075
