Country,University_Name,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),High_Employability,Region_Europe,Region_Latin America,Region_Middle East & Africa,Region_North America,Degree_Level_Master,Degree_Level_PhD,Field_of_Study_Computer Science,Field_of_Study_Data Science & AI,Field_of_Study_Engineering,Field_of_Study_Healthcare & Medicine,Field_of_Study_Natural Sciences,Field_of_Study_Social Sciences,Top_Industry_Government/NGO,Top_Industry_Healthcare,Top_Industry_Manufacturing/Construction,Top_Industry_Research/Academia,Top_Industry_Technology,Top_Industry_Technology/Consulting
Argentina,University of Buenos Aires,2015,75.7,79.9,8400,Management Consultant,Data Analysis,Strategic Planning,Market Research,60,9.5,62,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Switzerland,ETH Zurich,2016,84.5,92.3,93300,Investment Banker,Data Analysis,Excel,Strategic Planning,62,13.0,47,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Israel,Technion,2022,89.7,97.0,56100,Chemist,Statistical Analysis,Laboratory Skills,Experimental Design,48,59.4,75,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
USA,Harvard,2022,71.5,76.7,115200,Mechanical Engineer,MATLAB,Lean Six Sigma,Project Management,56,52.2,64,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Brazil,University of São Paulo,2021,91.2,94.4,36700,AI Consultant,R,Deep Learning,Data Visualization,79,32.4,74,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Argentina,University of Buenos Aires,2019,88.6,95.4,5800,NLP Specialist,Big Data,R,Deep Learning,67,13.6,87,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Netherlands,TU Delft,2022,80.5,80.5,41000,Sociologist,Qualitative Research,Public Policy,Data Analysis,62,59.9,40,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
USA,MIT,2018,94.4,97.7,134600,NLP Specialist,Big Data,R,NLP,90,5.0,51,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
India,IIT Bombay,2019,90.3,95.9,8200,Policy Analyst,Qualitative Research,Data Analysis,Public Policy,64,11.5,78,1,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Saudi Arabia,King Abdulaziz University,2019,94.4,99.6,89500,AI Researcher,React,DevOps,Python,71,9.8,74,1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Argentina,University of Buenos Aires,2019,85.6,87.9,30300,Cloud Architect,Java,DevOps,Cybersecurity,88,8.5,78,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Japan,University of Tokyo,2021,83.9,87.2,63500,Cloud Architect,React,DevOps,Python,79,43.3,89,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Argentina,University of Buenos Aires,2021,99.0,100.0,27600,Data Analyst,Data Visualization,Deep Learning,NLP,57,60.6,47,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Argentina,University of Buenos Aires,2019,77.4,86.7,17600,Policy Analyst,Public Policy,Communication,Qualitative Research,72,6.3,68,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
USA,UC Berkeley,2017,85.6,90.6,63200,Sociologist,Public Policy,Data Analysis,Qualitative Research,43,6.4,69,0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Canada,UBC,2015,85.1,88.6,92200,Marketing Manager,Excel,Strategic Planning,Data Analysis,56,8.1,83,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Brazil,University of São Paulo,2018,78.2,84.8,35800,Civil Engineer,SolidWorks,MATLAB,Project Management,48,9.4,70,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
UK,LSE,2022,93.6,98.0,56500,Human Resources Specialist,Qualitative Research,Public Policy,Data Analysis,69,40.7,76,1,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
USA,Stanford,2021,80.4,80.4,121300,Electrical Engineer,SolidWorks,Lean Six Sigma,MATLAB,61,50.2,80,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
USA,Georgia Tech,2025,89.3,92.6,125500,Public Health Specialist,Diagnostics,Patient Care,Clinical Research,58,90.0,77,1,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
UAE,Khalifa University,2018,85.1,91.1,57900,Chemist,Experimental Design,Laboratory Skills,Statistical Analysis,56,5.5,62,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Israel,Hebrew University of Jerusalem,2020,81.2,86.2,36600,Economist,Communication,Public Policy,Qualitative Research,61,45.0,75,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
UK,LSE,2025,90.2,92.4,76300,NLP Specialist,Big Data,Data Visualization,Machine Learning,84,90.0,58,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Brazil,University of São Paulo,2017,78.0,83.4,32400,Civil Engineer,AutoCAD,Lean Six Sigma,Project Management,55,13.7,83,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
UAE,Khalifa University,2024,69.5,76.9,61400,Chemist,Statistical Analysis,Scientific Writing,Laboratory Skills,83,75.2,73,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Brazil,University of São Paulo,2020,71.5,75.0,19300,Policy Analyst,Qualitative Research,Public Policy,Data Analysis,54,36.5,55,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Argentina,University of Buenos Aires,2019,82.9,86.4,24800,Marketing Manager,Market Research,Excel,Financial Modeling,63,13.4,100,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
South Africa,University of Cape Town,2024,81.2,85.0,37200,Civil Engineer,Lean Six Sigma,Project Management,AutoCAD,70,83.3,62,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Japan,University of Tokyo,2020,83.0,87.5,61900,NLP Specialist,Big Data,NLP,Data Visualization,85,37.1,66,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Canada,UBC,2024,85.8,93.2,72500,Data Scientist,Cloud Computing,Cybersecurity,DevOps,77,83.2,76,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Canada,McGill University,2017,93.4,96.5,94500,Biomedical Researcher,Medical Coding,Clinical Research,Patient Care,67,5.0,60,1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
USA,MIT,2023,74.5,82.6,67900,Policy Analyst,Public Policy,Qualitative Research,Communication,71,71.4,60,0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Argentina,University of Buenos Aires,2025,88.9,95.5,43000,Machine Learning Engineer,Deep Learning,Machine Learning,R,81,83.6,81,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Canada,UBC,2024,84.2,87.1,76800,Biologist,Statistical Analysis,Scientific Writing,Laboratory Skills,63,81.6,57,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
USA,UC Berkeley,2022,78.0,81.4,88000,Cybersecurity Analyst,Python,Cybersecurity,Java,78,31.6,49,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
China,Peking University,2015,80.2,88.3,33400,Mechanical Engineer,Lean Six Sigma,AutoCAD,MATLAB,65,12.2,74,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Brazil,University of São Paulo,2017,76.7,78.9,25900,Public Health Specialist,Diagnostics,Medical Coding,Clinical Research,55,13.1,74,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Australia,University of Sydney,2015,84.7,92.7,37600,Economist,Data Analysis,Public Policy,Qualitative Research,59,14.9,61,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Argentina,University of Buenos Aires,2021,90.7,96.8,25100,Cloud Architect,Cybersecurity,Python,DevOps,85,48.8,57,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Canada,University of Toronto,2022,84.9,89.1,54200,Physicist,Experimental Design,Statistical Analysis,Laboratory Skills,72,67.4,65,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
UAE,Khalifa University,2024,78.2,86.2,74000,Civil Engineer,AutoCAD,SolidWorks,Lean Six Sigma,72,79.8,56,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Brazil,University of São Paulo,2018,90.2,92.7,33700,Data Analyst,R,Big Data,Data Visualization,73,6.0,78,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Japan,Kyoto University,2017,83.9,92.3,55500,Data Scientist,Python,React,Cloud Computing,72,5.1,81,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
India,IISc Bangalore,2021,80.8,85.0,24900,Mechanical Engineer,Lean Six Sigma,AutoCAD,MATLAB,53,57.2,65,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Germany,Heidelberg University,2015,84.0,86.6,57100,Robotics Engineer,Project Management,MATLAB,SolidWorks,38,16.0,52,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Argentina,University of Buenos Aires,2021,93.1,97.5,8900,Public Health Specialist,Diagnostics,Clinical Research,Medical Coding,59,46.9,73,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Netherlands,University of Amsterdam,2019,87.4,89.4,43300,Chemist,Laboratory Skills,Statistical Analysis,Scientific Writing,62,13.2,58,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Mexico,UNAM,2022,98.1,100.0,35500,Biomedical Researcher,Medical Coding,Patient Care,Clinical Research,57,68.9,70,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Argentina,University of Buenos Aires,2017,99.0,100.0,20200,Pharmacist,Clinical Research,Patient Care,Medical Coding,49,11.3,79,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Switzerland,EPFL,2021,72.9,79.6,93500,Economist,Data Analysis,Public Policy,Communication,69,48.6,81,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Netherlands,TU Delft,2022,74.3,82.8,82500,Investment Banker,Market Research,Data Analysis,Strategic Planning,48,48.6,66,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
France,Ecole Polytechnique,2022,81.5,86.4,86700,Biologist,Statistical Analysis,Laboratory Skills,Scientific Writing,78,57.0,52,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Switzerland,EPFL,2021,86.9,92.0,84600,Robotics Engineer,Lean Six Sigma,Project Management,AutoCAD,81,57.4,60,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Mexico,UNAM,2024,87.0,90.6,33900,Public Health Specialist,Diagnostics,Clinical Research,Medical Coding,100,90.0,82,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Argentina,University of Buenos Aires,2024,90.8,98.0,21300,Human Resources Specialist,Qualitative Research,Public Policy,Data Analysis,86,90.0,47,1,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Argentina,University of Buenos Aires,2022,78.0,81.1,25600,Marketing Manager,Market Research,Strategic Planning,Data Analysis,67,54.3,100,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Canada,University of Toronto,2023,90.0,98.9,86500,Data Analyst,Deep Learning,Machine Learning,R,100,65.5,40,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Canada,University of Toronto,2018,89.8,95.2,101100,Pharmacist,Clinical Research,Diagnostics,Medical Coding,56,10.3,77,1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
USA,MIT,2019,92.1,96.2,74400,Data Analyst,Machine Learning,Data Visualization,Big Data,79,14.8,51,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
UAE,Khalifa University,2025,82.4,86.4,84000,Policy Analyst,Qualitative Research,Public Policy,Data Analysis,78,82.8,61,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
France,PSL University,2023,85.5,89.5,53900,Civil Engineer,Lean Six Sigma,SolidWorks,Project Management,70,89.8,68,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Israel,Technion,2024,98.4,100.0,86300,Pharmacist,Diagnostics,Medical Coding,Patient Care,67,86.4,50,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
India,IISc Bangalore,2017,80.0,89.5,19900,Economist,Communication,Public Policy,Qualitative Research,45,5.9,54,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
USA,Stanford,2018,82.0,89.1,74200,Environmental Scientist,Laboratory Skills,Scientific Writing,Statistical Analysis,62,5.0,57,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Argentina,University of Buenos Aires,2023,92.0,99.4,43100,Machine Learning Engineer,Big Data,Data Visualization,Deep Learning,84,60.3,65,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
South Korea,Seoul National University,2022,87.2,92.6,47900,Software Engineer,React,Cloud Computing,Java,89,44.1,69,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Argentina,University of Buenos Aires,2023,88.0,93.3,23200,Cybersecurity Analyst,DevOps,Cybersecurity,Cloud Computing,80,83.8,87,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Sweden,Karolinska Institute,2018,87.5,90.6,68400,Machine Learning Engineer,R,Data Visualization,NLP,76,9.2,60,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
France,PSL University,2018,79.8,84.0,32400,Human Resources Specialist,Data Analysis,Communication,Qualitative Research,62,13.3,86,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
USA,MIT,2022,83.3,86.8,90900,Marketing Manager,Strategic Planning,Market Research,Financial Modeling,51,55.7,86,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
China,Tsinghua University,2024,99.0,100.0,52000,Software Engineer,SQL,React,Java,84,90.0,76,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Sweden,Karolinska Institute,2024,92.3,97.8,73400,Human Resources Specialist,Public Policy,Communication,Data Analysis,68,71.4,87,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Germany,Heidelberg University,2019,83.1,87.1,60500,Electrical Engineer,Project Management,MATLAB,Lean Six Sigma,66,14.6,59,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Mexico,UNAM,2021,84.2,86.0,21200,Marketing Manager,Financial Modeling,Data Analysis,Excel,63,45.5,88,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Germany,Heidelberg University,2022,95.5,99.5,67000,Cloud Architect,DevOps,Cloud Computing,Python,93,80.6,53,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Canada,UBC,2023,93.7,98.9,51800,Economist,Communication,Public Policy,Qualitative Research,66,77.9,70,1,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Switzerland,EPFL,2020,95.7,96.7,90900,Machine Learning Engineer,Data Visualization,Deep Learning,R,75,52.1,64,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
UAE,Khalifa University,2020,97.4,100.0,100600,Software Engineer,Cloud Computing,Cybersecurity,Python,67,42.7,67,1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
South Korea,KAIST,2024,84.4,90.4,43300,Economist,Data Analysis,Communication,Qualitative Research,64,77.1,77,0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
UAE,Khalifa University,2022,78.6,84.9,54800,Sociologist,Data Analysis,Public Policy,Communication,69,68.8,70,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
USA,MIT,2020,90.7,96.4,128100,Machine Learning Engineer,R,Machine Learning,NLP,98,35.2,82,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Switzerland,ETH Zurich,2023,90.6,98.6,98700,Cloud Architect,Python,React,Java,93,57.6,61,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Mexico,UNAM,2015,83.7,86.4,28700,Human Resources Specialist,Qualitative Research,Communication,Data Analysis,41,13.5,84,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Singapore,NUS,2023,95.4,100.0,121900,Marketing Manager,Market Research,Financial Modeling,Data Analysis,63,61.8,55,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
India,IISc Bangalore,2016,90.6,98.9,37000,Data Analyst,Data Visualization,R,NLP,86,13.2,52,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Sweden,KTH Royal Institute of Technology,2021,87.5,91.4,52500,Economist,Qualitative Research,Public Policy,Communication,73,54.7,70,1,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Israel,Hebrew University of Jerusalem,2015,80.8,86.2,55300,Physicist,Laboratory Skills,Statistical Analysis,Scientific Writing,60,5.6,66,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Israel,Technion,2015,86.3,89.5,87300,Electrical Engineer,AutoCAD,Lean Six Sigma,MATLAB,36,13.4,47,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
UK,Oxford,2017,79.2,81.1,46100,Policy Analyst,Data Analysis,Qualitative Research,Public Policy,49,11.9,62,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Australia,University of Sydney,2023,96.7,100.0,130500,NLP Specialist,Machine Learning,R,Deep Learning,76,67.0,91,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Germany,Humboldt University,2024,79.9,87.1,81600,AI Researcher,React,DevOps,Python,90,89.2,61,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Argentina,University of Buenos Aires,2020,92.9,96.0,10300,Software Engineer,Java,Cybersecurity,DevOps,66,26.8,79,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Mexico,UNAM,2019,85.2,91.5,20400,Economist,Communication,Qualitative Research,Public Policy,53,9.6,62,1,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
UK,LSE,2021,85.2,90.9,67200,Data Analyst,NLP,Machine Learning,R,92,41.8,89,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
South Africa,University of Cape Town,2021,82.5,84.1,31800,Chemist,Experimental Design,Laboratory Skills,Statistical Analysis,43,51.4,81,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
France,Ecole Polytechnique,2018,98.4,100.0,55200,Machine Learning Engineer,Machine Learning,Deep Learning,Data Visualization,66,10.2,100,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
South Africa,University of Cape Town,2022,92.6,97.0,29000,Data Analyst,Big Data,Data Visualization,Machine Learning,91,72.7,64,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Argentina,University of Buenos Aires,2015,99.0,100.0,23500,NLP Specialist,Data Visualization,Deep Learning,Machine Learning,77,7.0,70,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Brazil,University of São Paulo,2015,94.0,100.0,24100,NLP Specialist,Deep Learning,Big Data,Machine Learning,68,17.7,92,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
China,Fudan University,2016,90.4,94.2,60900,Medical Doctor,Clinical Research,Diagnostics,Medical Coding,43,14.7,51,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
UK,Cambridge,2017,87.6,94.2,93000,Cloud Architect,Cloud Computing,Java,Python,74,16.7,87,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Japan,University of Tokyo,2022,90.3,95.6,90500,Electrical Engineer,MATLAB,SolidWorks,Lean Six Sigma,52,49.5,40,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
UK,Cambridge,2015,91.6,95.5,60600,Cybersecurity Analyst,Cybersecurity,React,SQL,68,12.5,65,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
USA,UC Berkeley,2022,81.0,84.2,74700,Biologist,Scientific Writing,Experimental Design,Statistical Analysis,61,73.4,65,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Singapore,NUS,2019,97.2,100.0,85300,AI Consultant,NLP,Big Data,R,66,9.7,87,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
India,IISc Bangalore,2023,94.5,100.0,22600,Software Engineer,Python,React,Cybersecurity,78,63.2,80,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Israel,Hebrew University of Jerusalem,2023,89.6,93.9,131200,AI Consultant,Deep Learning,R,Big Data,85,54.4,81,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Mexico,UNAM,2025,76.1,81.0,25300,Pharmacist,Medical Coding,Clinical Research,Diagnostics,62,90.0,61,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Israel,Technion,2021,83.8,87.5,57300,Human Resources Specialist,Data Analysis,Public Policy,Communication,54,55.1,54,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Canada,University of Toronto,2021,99.0,100.0,79900,Public Health Specialist,Clinical Research,Patient Care,Diagnostics,59,50.0,77,1,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Argentina,University of Buenos Aires,2015,77.5,83.2,24600,Investment Banker,Strategic Planning,Market Research,Data Analysis,44,9.1,72,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Australia,University of Sydney,2020,93.7,99.7,68800,Software Engineer,Java,React,Python,64,26.4,64,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Brazil,University of São Paulo,2016,77.0,81.6,37600,Management Consultant,Excel,Data Analysis,Financial Modeling,46,7.2,72,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Israel,Technion,2017,83.5,86.9,79200,Civil Engineer,MATLAB,Lean Six Sigma,AutoCAD,81,10.4,61,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Switzerland,EPFL,2024,78.9,87.2,130900,Marketing Manager,Excel,Financial Modeling,Market Research,59,90.0,73,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Singapore,NTU,2025,99.0,100.0,90700,Cloud Architect,SQL,Cloud Computing,DevOps,100,75.9,54,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Canada,UBC,2024,93.8,98.8,87500,Cloud Architect,React,Python,Cybersecurity,86,81.5,78,1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Israel,Hebrew University of Jerusalem,2021,98.5,100.0,126300,AI Consultant,Big Data,Deep Learning,Data Visualization,81,44.8,79,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Brazil,University of São Paulo,2024,86.6,93.6,26900,NLP Specialist,Data Visualization,R,NLP,86,67.9,47,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
UAE,Khalifa University,2015,88.7,96.0,86300,Marketing Manager,Strategic Planning,Market Research,Excel,51,20.0,68,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Argentina,University of Buenos Aires,2018,80.2,84.3,30600,Data Analyst,Machine Learning,NLP,Deep Learning,84,17.8,57,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Canada,McGill University,2018,86.5,91.5,72600,Robotics Engineer,Project Management,Lean Six Sigma,MATLAB,33,11.2,81,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Sweden,KTH Royal Institute of Technology,2021,88.7,91.4,60900,Biomedical Researcher,Medical Coding,Patient Care,Clinical Research,36,60.3,69,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Saudi Arabia,King Abdulaziz University,2017,84.3,88.6,49600,Chemist,Experimental Design,Statistical Analysis,Scientific Writing,53,12.8,84,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
India,IIT Delhi,2024,86.8,91.2,31200,Electrical Engineer,Project Management,Lean Six Sigma,MATLAB,58,79.4,73,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
UK,Cambridge,2017,73.3,79.2,33700,Sociologist,Public Policy,Communication,Data Analysis,49,9.2,64,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
USA,UC Berkeley,2018,89.3,91.8,113400,Civil Engineer,Project Management,MATLAB,Lean Six Sigma,50,14.3,79,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
France,Ecole Polytechnique,2024,87.3,90.9,103100,Cloud Architect,Cybersecurity,SQL,Java,82,82.8,95,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Canada,McGill University,2016,76.1,80.9,53700,Chemist,Scientific Writing,Statistical Analysis,Experimental Design,62,5.0,91,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Brazil,University of São Paulo,2024,77.6,79.4,35200,Financial Analyst,Market Research,Financial Modeling,Data Analysis,75,78.3,72,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,MIT,2021,81.4,85.4,95300,Chemist,Scientific Writing,Laboratory Skills,Experimental Design,60,43.3,46,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Netherlands,TU Delft,2022,73.2,78.5,75900,Financial Analyst,Data Analysis,Market Research,Financial Modeling,46,40.0,71,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Canada,UBC,2015,89.3,95.1,64500,Human Resources Specialist,Data Analysis,Qualitative Research,Communication,48,5.3,92,1,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Canada,University of Toronto,2020,83.8,88.8,72400,Medical Doctor,Clinical Research,Diagnostics,Patient Care,61,36.5,81,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Australia,University of Sydney,2023,89.0,93.5,82500,Medical Doctor,Medical Coding,Clinical Research,Patient Care,80,79.3,71,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Canada,UBC,2015,83.0,89.4,41500,Policy Analyst,Qualitative Research,Data Analysis,Communication,30,11.3,63,0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Mexico,UNAM,2021,78.5,83.2,33600,Electrical Engineer,SolidWorks,Lean Six Sigma,AutoCAD,75,45.5,84,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
UAE,Khalifa University,2015,93.8,98.8,52100,Data Scientist,Java,React,DevOps,73,10.0,79,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
South Africa,University of Cape Town,2016,74.2,80.0,19700,Management Consultant,Excel,Data Analysis,Strategic Planning,31,7.3,69,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
